,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Cluster_Neighborhood,TotalSF,TotalBath,TotalPorchSF
1136,1137,50,RL,80.0,9600,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,280.0,Unf,0.0,752.0,GasA,TA,Y,FuseA,0,3,1,TA,6,Typ,No,Unavailable,Attchd,1950.0,Unf,1.0,288.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2008,WD,Abnorml,5,2284.0,1.0,96
1137,1138,50,RL,54.0,6342,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,GasA,Gd,N,SBrkr,0,2,1,TA,6,Typ,No,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,N,No,Unavailable,Unavailable,Unavailable,0,5,2010,WD,Normal,3,1800.0,1.0,176
1138,1139,20,RL,74.0,9819,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,1567.0,Unf,0.0,0.0,GasA,TA,Y,SBrkr,0,2,1,Gd,5,Typ,Yes,TA,Attchd,1977.0,RFn,2.0,714.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2009,WD,Normal,3,3134.0,3.0,296
1139,1140,30,RL,98.0,8731,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,645.0,Unf,0.0,270.0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Maj1,Yes,Gd,Detchd,1972.0,Unf,2.0,495.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,5,2082.0,1.0,342
1140,1141,20,RL,60.0,7350,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852.0,Unf,0.0,100.0,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,No,Unavailable,Detchd,1988.0,Unf,2.0,840.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2008,COD,Abnorml,5,1904.0,2.0,0
1141,1142,60,RL,80.0,10304,Pave,Unavailable,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,381.0,Unf,0.0,399.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,Yes,TA,Attchd,1976.0,Unf,2.0,484.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,10,2009,WD,Normal,4,2648.0,4.0,544
1142,1143,60,RL,77.0,9965,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150.0,Unf,0.0,316.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,11,Typ,Yes,TA,BuiltIn,2006.0,RFn,3.0,1052.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2007,New,Partial,4,4294.0,4.0,269
1143,1144,20,RL,72.0,9000,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,288.0,Unf,0.0,718.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,Y,No,Unavailable,Unavailable,Unavailable,0,7,2008,WD,Normal,3,2012.0,1.0,24
1144,1145,190,RL,60.0,12180,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348.0,Unf,0.0,324.0,Grav,Fa,N,FuseA,0,2,1,Fa,5,Typ,No,Unavailable,Detchd,1941.0,Unf,1.0,280.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,7,2010,WD,Normal,2,1596.0,2.0,0
1145,1146,50,RM,52.0,6240,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1042.0,GasA,Ex,Y,SBrkr,0,3,1,TA,8,Typ,Yes,Gd,Detchd,1928.0,Unf,1.0,225.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2006,WD,Family,5,2618.0,1.0,0
1146,1147,20,RL,67.0,11200,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1258.0,Unf,0.0,40.0,GasA,TA,Y,SBrkr,0,3,1,Gd,5,Typ,Yes,TA,Attchd,1985.0,Unf,2.0,403.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2006,WD,Normal,3,2596.0,3.0,191
1147,1148,70,RL,75.0,12000,Pave,Unavailable,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,275.0,Unf,0.0,429.0,GasA,Ex,Y,SBrkr,0,3,1,Fa,7,Typ,Yes,Gd,Attchd,1941.0,Unf,1.0,234.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2009,WD,Normal,2,2268.0,2.0,0
1148,1149,50,RM,60.0,5700,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,572.0,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,Yes,Gd,Detchd,1982.0,Unf,1.0,288.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,8,2008,WD,Normal,2,1683.0,1.0,176
1149,1150,70,RM,50.0,9000,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624.0,Unf,0.0,26.0,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,No,Unavailable,Detchd,1930.0,Unf,2.0,324.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2009,WD,Normal,2,2132.0,2.0,0
1150,1151,20,RL,57.0,8280,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,932.0,GasA,Ex,Y,FuseA,0,2,1,Gd,4,Typ,Yes,Gd,Attchd,1950.0,Unf,1.0,306.0,TA,TA,Y,No,Unavailable,GdPrv,Unavailable,0,11,2007,WD,Normal,5,1864.0,1.0,214
1151,1152,20,RL,134.0,17755,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,Unf,0.0,1290.0,GasA,TA,Y,SBrkr,0,3,1,Fa,6,Typ,Yes,Gd,Attchd,1959.0,Fin,2.0,528.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,11,2006,WD,Normal,2,2932.0,2.0,240
1152,1153,20,RL,90.0,14115,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,296.0,GLQ,547.0,230.0,GasA,Ex,Y,SBrkr,0,2,1,Ex,6,Typ,Yes,Gd,Attchd,1956.0,Fin,2.0,470.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2006,WD,Abnorml,2,2884.0,1.0,280
1153,1154,30,RM,60.0,5890,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538.0,Unf,0.0,278.0,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,No,Unavailable,Detchd,2002.0,Unf,1.0,432.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2008,WD,Normal,2,1632.0,1.0,96
1154,1155,60,RL,73.0,13700,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454.0,Unf,0.0,410.0,GasA,TA,Y,SBrkr,0,4,1,Gd,8,Typ,Yes,Gd,Attchd,1965.0,Unf,2.0,492.0,TA,TA,Y,No,Unavailable,GdPrv,Unavailable,0,5,2008,WD,Normal,5,2684.0,3.0,417
1155,1156,20,RL,90.0,10768,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157.0,Unf,0.0,280.0,GasA,TA,Y,SBrkr,0,3,1,Gd,6,Typ,Yes,Fa,Attchd,1976.0,RFn,2.0,528.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2007,WD,Normal,3,2874.0,3.0,201
1156,1157,80,RL,85.0,9350,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633.0,Unf,0.0,586.0,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,Yes,Gd,Attchd,1965.0,RFn,2.0,502.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,10,2008,WD,Normal,5,2484.0,3.0,188
1157,1158,120,RL,34.0,5001,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0.0,410.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,Yes,Gd,Attchd,2008.0,RFn,2.0,626.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2009,WD,Normal,5,2628.0,3.0,234
1158,1159,20,RL,92.0,11932,Pave,Unavailable,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1580.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,2008.0,RFn,3.0,830.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2008,ConLD,Partial,4,3160.0,2.0,24
1159,1160,60,RL,76.0,9120,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442.0,Unf,0.0,459.0,GasA,TA,Y,SBrkr,0,4,1,Gd,8,Typ,Yes,TA,Attchd,1974.0,RFn,2.0,540.0,Gd,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2008,WD,Normal,4,2777.0,3.0,69
1160,1161,160,RL,24.0,2280,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311.0,Unf,0.0,544.0,GasA,Fa,Y,SBrkr,0,3,1,TA,7,Typ,Yes,TA,Attchd,1978.0,Unf,2.0,440.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2010,WD,Normal,5,2311.0,3.0,26
1161,1162,20,RL,70.0,14778,Pave,Unavailable,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728.0,Unf,0.0,568.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,Yes,Gd,Detchd,1993.0,Unf,2.0,924.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,11,2008,WD,Normal,2,2936.0,2.0,324
1162,1163,20,RL,109.0,8724,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492.0,Unf,0.0,402.0,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,Yes,Po,Attchd,1968.0,Fin,2.0,450.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,3,1788.0,1.0,0
1163,1164,90,RL,60.0,12900,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198.0,Unf,0.0,0.0,GasA,TA,Y,SBrkr,0,0,2,TA,6,Typ,No,Unavailable,CarPort,1969.0,Unf,2.0,400.0,Fa,TA,Y,No,Unavailable,Unavailable,Unavailable,0,1,2008,WD,Alloca,3,2456.0,4.0,120
1164,1165,80,RL,80.0,16157,Pave,Unavailable,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680.0,Rec,391.0,289.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,Yes,TA,Attchd,1978.0,Unf,2.0,588.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2007,WD,Normal,3,2792.0,3.0,348
1165,1166,20,RL,79.0,9541,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1502.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,2009.0,RFn,2.0,644.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,9,2009,New,Partial,5,3004.0,2.0,114
1166,1167,20,RL,64.0,10475,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1694.0,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,No,Unavailable,Attchd,2008.0,RFn,3.0,776.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,2,2010,WD,Normal,4,3388.0,2.0,193
1167,1168,60,RL,58.0,10852,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,173.0,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,Yes,TA,Attchd,2000.0,Fin,2.0,472.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,2,2006,WD,Normal,5,2630.0,4.0,38
1168,1169,70,RL,120.0,13728,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,501.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,7,Typ,Yes,TA,Basment,1935.0,Unf,2.0,540.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2008,WD,Normal,2,3235.0,2.0,90
1169,1170,60,RL,118.0,35760,Pave,Unavailable,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387.0,Unf,0.0,543.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,10,Typ,Yes,TA,Attchd,1995.0,Fin,3.0,807.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2006,WD,Normal,5,5557.0,5.0,437
1170,1171,80,RL,76.0,9880,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522.0,Unf,0.0,574.0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,Yes,Po,Attchd,1977.0,Fin,1.0,358.0,TA,TA,Y,Yes,Gd,GdPrv,Unavailable,0,7,2008,WD,Normal,3,2214.0,2.0,203
1171,1172,20,RL,76.0,9120,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662.0,Unf,0.0,599.0,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,Yes,TA,Attchd,1958.0,RFn,2.0,433.0,TA,TA,Y,No,Unavailable,Unavailable,Shed,1400,11,2008,WD,Normal,5,2522.0,2.0,288
1172,1173,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,625.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,No,Unavailable,Detchd,2006.0,Fin,2.0,625.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,3,2008,WD,Normal,4,1875.0,3.0,54
1173,1174,50,RL,138.0,18030,Pave,Unavailable,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,152.0,BLQ,469.0,977.0,GasA,TA,Y,SBrkr,479,3,1,Ex,12,Maj1,Yes,Gd,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,Y,No,Unavailable,MnPrv,Unavailable,0,3,2007,WD,Normal,4,4205.0,3.0,122
1174,1175,70,RL,80.0,16560,Pave,Unavailable,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503.0,Unf,0.0,449.0,GasA,TA,Y,SBrkr,0,4,1,TA,9,Typ,Yes,Gd,Detchd,1932.0,Unf,2.0,360.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2006,WD,Normal,2,3297.0,3.0,0
1175,1176,50,RL,85.0,10678,Pave,Unavailable,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,983.0,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,Yes,TA,Attchd,1992.0,Fin,2.0,541.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,4,2007,WD,Normal,5,4555.0,3.0,33
1176,1177,20,RL,37.0,6951,Pave,Unavailable,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658.0,Unf,0.0,218.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,No,Unavailable,MnPrv,Unavailable,0,10,2008,WD,Normal,3,1799.0,2.0,362
1177,1178,50,RM,60.0,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,350.0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,No,Unavailable,Detchd,1926.0,Unf,1.0,210.0,TA,TA,N,No,Unavailable,Unavailable,Unavailable,0,12,2009,WD,Normal,2,2042.0,1.0,116
1178,1179,50,RL,54.0,7681,Pave,Unavailable,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,731.0,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,Yes,Gd,Detchd,1921.0,Unf,1.0,186.0,Fa,TA,Y,No,Unavailable,Unavailable,Unavailable,0,7,2009,WD,Normal,2,2074.0,2.0,294
1179,1180,20,RL,77.0,8335,Pave,Unavailable,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,Unavailable,Unavailable,Unavailable,Unavailable,0.0,Unavailable,0.0,0.0,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Min2,Yes,Gd,Unavailable,0.0,Unavailable,0.0,0.0,Unavailable,Unavailable,N,No,Unavailable,Unavailable,Unavailable,0,4,2006,WD,Normal,2,1124.0,1.0,226
1180,1181,60,RL,82.0,11170,Pave,Unavailable,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216.0,Unf,0.0,0.0,GasA,Ex,Y,SBrkr,0,4,1,TA,8,Typ,No,Unavailable,Attchd,1990.0,Fin,2.0,693.0,TA,TA,Y,No,Unavailable,GdPrv,Unavailable,0,4,2006,WD,Normal,5,3730.0,3.0,0
1181,1182,120,RM,64.0,5587,Pave,Unavailable,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,0.0,120.0,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,Yes,Gd,Attchd,2008.0,Fin,2.0,482.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,11,2008,New,Partial,2,3252.0,4.0,368
1182,1183,60,RL,160.0,15623,Pave,Unavailable,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096.0,Unf,0.0,300.0,GasA,Ex,Y,SBrkr,0,4,1,Ex,10,Typ,Yes,TA,Attchd,1996.0,Fin,3.0,813.0,TA,TA,Y,Yes,Ex,MnPrv,Unavailable,0,7,2007,WD,Abnorml,5,6872.0,5.0,249
1183,1184,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821.0,Unf,0.0,299.0,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,Yes,Gd,Detchd,1970.0,Unf,2.0,720.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,6,2006,WD,Normal,2,2250.0,2.0,229
1184,1185,20,RL,50.0,35133,Grvl,Unavailable,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159.0,Unf,0.0,413.0,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,Yes,TA,2Types,1963.0,RFn,3.0,995.0,TA,TA,Y,No,Unavailable,Unavailable,Unavailable,0,5,2007,WD,Normal,5,3144.0,3.0,526
